prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
MWLE01,WGS,,BCT,Candidatus Synechococcus spongiarum LMB bulk15N,PRJNA239118,SAMN02745640,isolate: LMB bulk15N,"host: Aplysina aerophoba SAPs15,isolation_source: few separated cells obtained by FACS sorting: DNA amplified by MDA; pinacoderm",1472743,107,1413,Yes,0,0,0,No,,,2017-03-03T00:00:00Z,2017-03-03T00:00:00Z
MWLF01,WGS,,BCT,Candidatus Synechococcus spongiarum LMB bulk10E,PRJNA235068,SAMN02745393,isolate: LMB bulk10E,"host: Aplysina aerophoba SAPs10,isolation_source: few separated cells obtained by FACS sorting: DNA amplified by MDA; pinacoderm",455454,50,427,Yes,0,0,0,No,,,2017-03-03T00:00:00Z,2017-03-03T00:00:00Z
MWLG01,WGS,,BCT,Candidatus Synechococcus spongiarum LMB bulk10D,PRJNA235061,SAMN02745391,isolate: LMB bulk10D,"host: Aplysina aerophoba SAPs10,isolation_source: few separated cells obtained by FACS sorting: DNA amplified by MDA; pinacoderm",565311,62,532,Yes,0,0,0,No,,,2017-03-03T00:00:00Z,2017-03-03T00:00:00Z
MWMJ01,WGS,,BCT,Synechococcus sp. Lanier,PRJNA342151,SAMN05915837,isolate: Lanier,"isolation_source: Freshwater reservoir,metagenome_source: freshwater metagenome",1475744,79,1590,Yes,0,0,0,No,,,2017-05-19T00:00:00Z,2017-05-19T00:00:00Z
MWOO01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813O14,PRJNA375759,SAMN06345454,strain: HOT208_60m_813O14,isolation_source: raw seawater,1353740,248,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOP01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813O04,PRJNA375759,SAMN06345453,strain: HOT208_60m_813O04,isolation_source: raw seawater,1147135,572,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOQ01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813L03,PRJNA375759,SAMN06345452,strain: HOT208_60m_813L03,isolation_source: raw seawater,1180540,330,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOR01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813I02,PRJNA375759,SAMN06345451,strain: HOT208_60m_813I02,isolation_source: raw seawater,1498338,281,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOS01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813G15,PRJNA375759,SAMN06345450,strain: HOT208_60m_813G15,isolation_source: raw seawater,1405143,236,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOT01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813E23,PRJNA375759,SAMN06345449,strain: HOT208_60m_813E23,isolation_source: raw seawater,525465,201,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOU01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813B04,PRJNA375759,SAMN06345448,strain: HOT208_60m_813B04,isolation_source: raw seawater,1210360,303,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOV01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_810P02,PRJNA375759,SAMN06345447,strain: HOT208_60m_810P02,isolation_source: raw seawater,1289997,198,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOW01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_810B23,PRJNA375759,SAMN06345446,strain: HOT208_60m_810B23,isolation_source: raw seawater,1577009,267,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOX01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_808M21,PRJNA375759,SAMN06345445,strain: HOT208_60m_808M21,isolation_source: raw seawater,1489925,379,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOY01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_808G21,PRJNA375759,SAMN06345444,strain: HOT208_60m_808G21,isolation_source: raw seawater,1270807,212,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWOZ01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_808A10,PRJNA375759,SAMN06345443,strain: HOT208_60m_808A10,isolation_source: raw seawater,1164135,558,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWPA01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_805A16,PRJNA375759,SAMN06345441,strain: HOT208_60m_805A16,isolation_source: raw seawater,999350,234,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWPC01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_826P21,PRJNA375761,SAMN06345459,strain: HOT212_60m_826P21,isolation_source: raw seawater,1263730,358,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWPD01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_824O11,PRJNA375761,SAMN06345458,strain: HOT212_60m_824O11,isolation_source: raw seawater,999839,509,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWPE01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_824E10,PRJNA375761,SAMN06345457,strain: HOT212_60m_824E10,isolation_source: raw seawater,1173340,414,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWPF01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_824C06,PRJNA375761,SAMN06345456,strain: HOT212_60m_824C06,isolation_source: raw seawater,1021542,268,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MWPG01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_823D04,PRJNA375761,SAMN06345455,strain: HOT212_60m_823D04,isolation_source: raw seawater,390622,190,0,No,0,0,0,No,,,2017-03-14T00:00:00Z,2017-03-14T00:00:00Z
MNYZ01,WGS,,BCT,Oscillatoriales cyanobacterium CG2_30_40_61,PRJNA297582,SAMN04328299,isolate: CG2_30_40_61,"isolation_source: groundwater filtered through a 3.0 um filter,metagenome_source: groundwater metagenome",4818830,119,4018,Yes,0,0,0,No,,,2016-11-09T00:00:00Z,2016-11-09T00:00:00Z
MNZA01,WGS,,BCT,Oscillatoriales cyanobacterium CG2_30_44_21,PRJNA297582,SAMN04328304,isolate: CG2_30_44_21,"isolation_source: groundwater filtered through a 3.0 um filter,metagenome_source: groundwater metagenome",3495288,272,3046,Yes,0,0,0,No,,,2016-11-09T00:00:00Z,2016-11-09T00:00:00Z
MOLN01,WGS,,BCT,Microcystis aeruginosa NaRes975,PRJNA349124,SAMN05921184,strain: NaRes975,isolation_source: lake water,5117533,413,0,No,0,0,0,No,,,2016-11-25T00:00:00Z,2016-11-25T00:00:00Z
MOLZ01,WGS,,BCT,Microcystis aeruginosa CHAOHU 1326,PRJNA349200,SAMN05928532,strain: CHAOHU 1326,isolation_source: eutrophic water,5271583,617,0,No,10,0,431446,No,KV880536-KV880545,,2017-03-30T00:00:00Z,2016-12-09T00:00:00Z
MVDI01,WGS,,BCT,Chroococcidiopsis sp. TS-821,PRJNA373905,SAMN06318515,strain: TS-821,isolation_source: Hot Springs,5234993,74,4453,Yes,0,0,0,No,,,2018-02-23T00:00:00Z,2018-02-23T00:00:00Z
MVGR01,WGS,,BCT,Microcystis aeruginosa KW,PRJNA374754,SAMN06339528,strain: KW,isolation_source: water,5889430,6,4993,Yes,0,0,0,No,,,2017-03-13T00:00:00Z,2017-03-13T00:00:00Z
MVOP01,WGS,,BCT,Prochlorococcus sp. HOT_208_60,PRJNA371456,SAMN06290256,strain: HOT_208_60,isolation_source: raw seawater,886656,376,1097,Yes,0,0,0,No,,,2017-05-22T00:00:00Z,2017-05-22T00:00:00Z
MPMK01,WGS,,BCT,Cyanobacteria bacterium bin9,PRJNA326328,SAMN05959507,isolate: bin9,"host: Aplysina aerophoba,metagenome_source: sponge metagenome",2640597,391,0,No,0,0,0,No,,,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z
MPPI01,WGS,,BCT,Phormidesmis priestleyi ULC007,PRJNA353984,SAMN06036084,strain: ULC007,isolation_source: microbial mat,5684389,118,0,No,0,0,0,No,,,2016-12-09T00:00:00Z,2016-12-09T00:00:00Z
MQTZ01,WGS,,BCT,Leptolyngbya sp. 'hensonii',PRJNA355315,SAMN06074267,strain: hensonii,isolation_source: pinnacle phototroph mat,5940030,77,5141,Yes,0,0,0,No,,,2017-01-06T00:00:00Z,2017-01-06T00:00:00Z
MRBY01,WGS,,BCT,Limnothrix rosea IAM M-220,PRJNA347433,SAMN05890674,strain: IAM M-220,isolation_source: water,4065636,92,3542,Yes,3,0,108026,No,CM007612-CM007614,,2016-12-15T00:00:00Z,2016-12-14T00:00:00Z
MRBZ01,WGS,,BCT,Nostoc calcicola FACHB-389,PRJNA347433,SAMN05890684,strain: FACHB-389,isolation_source: soil,9049214,320,6978,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCA01,WGS,,BCT,Fischerella major NIES-592,PRJNA347433,SAMN05890685,strain: NIES-592,isolation_source: water,5639496,34,4512,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCB01,WGS,,BCT,Hydrococcus rivularis NIES-593,PRJNA347433,SAMN05890686,strain: NIES-593,isolation_source: water,5148315,68,4392,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCC01,WGS,,BCT,Chroogloeocystis siderophila 5.2 s.c.1,PRJNA347433,SAMN05890687,strain: 5.2 s.c.1,isolation_source: water,5009995,43,4270,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCD01,WGS,,BCT,Calothrix sp. HK-06,PRJNA347433,SAMN05890688,strain: HK-06,isolation_source: soil,9990453,243,8148,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCE01,WGS,,BCT,Phormidium ambiguum IAM M-71,PRJNA347433,SAMN05890689,strain: IAM M-71,isolation_source: water,7410502,90,6149,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCF01,WGS,,BCT,Scytonema sp. HK-05,PRJNA347433,SAMN05890690,strain: HK-05,isolation_source: soil,9564226,179,7357,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
MRCG01,WGS,,BCT,Phormidium tenue NIES-30,PRJNA347433,SAMN05890691,strain: NIES-30,isolation_source: water,5821893,44,5000,Yes,0,0,0,No,,,2016-12-14T00:00:00Z,2016-12-14T00:00:00Z
NZ_JENA01,WGS,,BCT,Candidatus Synechococcus spongiarum SH4,PRJNA224116,SAMN02643444,strain: SH4,host: the Red Sea sponge Carteriospongia foliascens,0,0,0,No,273,1386,1658709,Yes,NZ_JENA01000001-NZ_JENA01000273,,2020-01-31T00:00:00Z,2014-06-05T00:00:00Z
NZ_JHEG03,WGS,,BCT,Tolypothrix bouteillei VB521301,PRJNA224116,SAMN02697214,strain: VB521301,isolation_source: stone monuments,0,0,0,No,0,0,0,No,NZ_JHEG03000001-NZ_JHEG03000070,,2020-02-03T00:00:00Z,2019-11-02T00:00:00Z
NZ_JJML01,WGS,,BCT,Neosynechococcus sphagnicola sy1,PRJNA224116,SAMN02725026,strain: CAUP A 1101,isolation_source: Peat moss,0,0,0,No,118,3269,4331368,Yes,NZ_JJML01000001-NZ_JJML01000118,,2020-02-06T00:00:00Z,2014-12-24T00:00:00Z
NZ_FXBO01,WGS,,BCT,Synechococcus sp. OG1,PRJNA224116,SAMN06272755,strain: OG1,,0,0,0,No,0,0,0,No,NZ_FXBO01000001-NZ_FXBO01000006,,2020-01-18T00:00:00Z,2017-05-01T00:00:00Z
NZ_FXWN01,WGS,,BCT,Synechococcus sp. 7002,PRJNA224116,SAMN06272774,strain: 7002,,0,0,0,No,0,0,0,No,NZ_FXWN01000001-NZ_FXWN01000006,,2020-01-18T00:00:00Z,2017-05-24T00:00:00Z
NZ_FYBH01,WGS,,BCT,Calothrix rhizosoleniae SC01,PRJNA224116,SAMEA94537168,isolate: 1,,0,0,0,No,0,0,0,No,NZ_FYBH01000001-NZ_FYBH01000472,,2020-01-18T00:00:00Z,2017-06-21T00:00:00Z
NZ_JQFA01,WGS,,BCT,Leptolyngbya sp. KIOST-1,PRJNA224116,SAMN02953965,strain: KIOST-1,isolation_source: Spirulina culture pond,0,0,0,No,13,5327,6320123,Yes,NZ_JQFA01000001-NZ_JQFA01000013,,2019-12-10T00:00:00Z,2014-12-24T00:00:00Z
NZ_JRFE01,WGS,,BCT,Myxosarcina sp. GI1,PRJNA224116,SAMN03020304,strain: GI1,"host: Terpios hoshinota,isolation_source: coral reef",0,0,0,No,76,6012,7069859,Yes,NZ_JRFE01000001-NZ_JRFE01000076,,2019-12-10T00:00:00Z,2014-12-24T00:00:00Z
NZ_MTAV01,WGS,,BCT,Nostoc sp. T09,PRJNA224116,SAMN06208854,strain: T09,"host: Dioon caputoi,isolation_source: Coralloid roots",0,0,0,No,0,0,0,No,NZ_MTAV01000001-NZ_MTAV01000270,,2019-07-31T00:00:00Z,2017-05-24T00:00:00Z
NZ_MTAW01,WGS,,BCT,Nostoc sp. 106C,PRJNA224116,SAMN06208961,strain: 106C,"host: Dioon merolae,isolation_source: coralloid roots",0,0,0,No,0,0,0,No,NZ_MTAW01000001-NZ_MTAW01000241,,2019-08-08T00:00:00Z,2017-05-24T00:00:00Z
NZ_MTAX01,WGS,,BCT,Nostoc sp. RF31YmG,PRJNA224116,SAMN06209042,strain: RF31YmG,"host: Dioon merolae,isolation_source: coralloid roots",0,0,0,No,0,0,0,No,NZ_MTAX01000001-NZ_MTAX01000149,,2019-08-07T00:00:00Z,2017-05-24T00:00:00Z
NZ_MTPU01,WGS,,BCT,Cylindrospermopsis raciborskii CENA302,PRJNA224116,SAMN05181448,strain: CENA302,isolation_source: freshwater,0,0,0,No,0,0,0,No,NZ_MTPU01000001-NZ_MTPU01000058,,2019-07-29T00:00:00Z,2017-03-16T00:00:00Z
NZ_MTQM01,WGS,,BCT,Microbacterium sp. CSI-V,PRJNA224116,SAMN06213903,strain: CSI-V,isolation_source: Cyanobacteria biocrust soil,0,0,0,No,0,0,0,No,NZ_MTQM01000001-NZ_MTQM01000009,,2019-06-20T00:00:00Z,2017-02-07T00:00:00Z
NZ_MVDI01,WGS,,BCT,Chroococcidiopsis sp. TS-821,PRJNA224116,SAMN06318515,strain: TS-821,isolation_source: Hot Springs,0,0,0,No,0,0,0,No,NZ_MVDI01000001-NZ_MVDI01000074,,2019-08-10T00:00:00Z,2018-02-27T00:00:00Z
NZ_MVGR01,WGS,,BCT,Microcystis aeruginosa KW,PRJNA224116,SAMN06339528,strain: KW,isolation_source: water,0,0,0,No,0,0,0,No,NZ_MVGR01000001-NZ_MVGR01000006,,2019-06-21T00:00:00Z,2017-03-15T00:00:00Z
NZ_MVOP01,WGS,,BCT,Prochlorococcus sp. HOT_208_60,PRJNA224116,SAMN06290256,strain: HOT_208_60,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MVOP01000001-NZ_MVOP01000376,,2020-02-10T00:00:00Z,2020-02-10T00:00:00Z
NZ_MWLE01,WGS,,BCT,Candidatus Synechococcus spongiarum LMB bulk15N,PRJNA224116,SAMN02745640,isolate: LMB bulk15N,"host: Aplysina aerophoba SAPs15,isolation_source: few separated cells obtained by FACS sorting: DNA amplified by MDA; pinacoderm",0,0,0,No,0,0,0,No,NZ_MWLE01000001-NZ_MWLE01000107,,2019-07-29T00:00:00Z,2017-03-06T00:00:00Z
NZ_MWOO01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813O14,PRJNA224116,SAMN06345454,strain: HOT208_60m_813O14,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOO01000001-NZ_MWOO01000248,,2019-12-31T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOP01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813O04,PRJNA224116,SAMN06345453,strain: HOT208_60m_813O04,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOP01000001-NZ_MWOP01000572,,2020-02-13T00:00:00Z,2020-02-13T00:00:00Z
NZ_MWOQ01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813L03,PRJNA224116,SAMN06345452,strain: HOT208_60m_813L03,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOQ01000001-NZ_MWOQ01000330,,2020-01-08T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOR01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813I02,PRJNA224116,SAMN06345451,strain: HOT208_60m_813I02,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOR01000001-NZ_MWOR01000281,,2019-12-31T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOS01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813G15,PRJNA224116,SAMN06345450,strain: HOT208_60m_813G15,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOS01000001-NZ_MWOS01000236,,2019-12-31T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOT01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813E23,PRJNA224116,SAMN06345449,strain: HOT208_60m_813E23,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOT01000001-NZ_MWOT01000201,,2020-02-10T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOU01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_813B04,PRJNA224116,SAMN06345448,strain: HOT208_60m_813B04,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOU01000001-NZ_MWOU01000303,,2020-01-08T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOV01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_810P02,PRJNA224116,SAMN06345447,strain: HOT208_60m_810P02,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOV01000001-NZ_MWOV01000198,,2019-12-31T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOW01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_810B23,PRJNA224116,SAMN06345446,strain: HOT208_60m_810B23,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOW01000001-NZ_MWOW01000267,,2019-12-31T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOX01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_808M21,PRJNA224116,SAMN06345445,strain: HOT208_60m_808M21,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOX01000001-NZ_MWOX01000379,,2020-01-08T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOY01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_808G21,PRJNA224116,SAMN06345444,strain: HOT208_60m_808G21,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOY01000001-NZ_MWOY01000212,,2019-12-31T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWOZ01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_808A10,PRJNA224116,SAMN06345443,strain: HOT208_60m_808A10,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWOZ01000001-NZ_MWOZ01000558,,2020-02-13T00:00:00Z,2020-02-13T00:00:00Z
NZ_MWPA01,WGS,,BCT,Prochlorococcus sp. HOT208_60m_805A16,PRJNA224116,SAMN06345441,strain: HOT208_60m_805A16,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWPA01000001-NZ_MWPA01000234,,2020-01-08T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWPC01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_826P21,PRJNA224116,SAMN06345459,strain: HOT212_60m_826P21,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWPC01000001-NZ_MWPC01000358,,2020-01-08T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWPD01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_824O11,PRJNA224116,SAMN06345458,strain: HOT212_60m_824O11,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWPD01000001-NZ_MWPD01000509,,2020-02-13T00:00:00Z,2020-02-13T00:00:00Z
NZ_MWPE01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_824E10,PRJNA224116,SAMN06345457,strain: HOT212_60m_824E10,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWPE01000001-NZ_MWPE01000414,,2020-02-10T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWPF01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_824C06,PRJNA224116,SAMN06345456,strain: HOT212_60m_824C06,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWPF01000001-NZ_MWPF01000268,,2020-01-08T00:00:00Z,2017-03-16T00:00:00Z
NZ_MWPG01,WGS,,BCT,Prochlorococcus sp. HOT212_60m_823D04,PRJNA224116,SAMN06345455,strain: HOT212_60m_823D04,isolation_source: raw seawater,0,0,0,No,0,0,0,No,NZ_MWPG01000001-NZ_MWPG01000190,,2020-02-13T00:00:00Z,2020-02-13T00:00:00Z
NZ_MRBY01,WGS,,BCT,Limnothrix rosea IAM M-220,PRJNA224116,SAMN05890674,strain: IAM M-220,isolation_source: water,0,0,0,No,0,0,0,No,"NZ_CM007612-NZ_CM007614,NZ_MRBY01000001-NZ_MRBY01000016,NZ_MRBY01000018-NZ_MRBY01000058,NZ_MRBY01000060-NZ_MRBY01000075,NZ_MRBY01000077-NZ_MRBY01000092",,2019-06-20T00:00:00Z,2017-01-16T00:00:00Z
NZ_MRBZ01,WGS,,BCT,Nostoc calcicola FACHB-389,PRJNA224116,SAMN05890684,strain: FACHB-389,isolation_source: soil,0,0,0,No,0,0,0,No,NZ_MRBZ01000001-NZ_MRBZ01000320,,2019-07-22T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCA01,WGS,,BCT,Fischerella major NIES-592,PRJNA224116,SAMN05890685,strain: NIES-592,isolation_source: water,0,0,0,No,0,0,0,No,NZ_MRCA01000001-NZ_MRCA01000034,,2019-07-22T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCB01,WGS,,BCT,Hydrococcus rivularis NIES-593,PRJNA224116,SAMN05890686,strain: NIES-593,isolation_source: water,0,0,0,No,0,0,0,No,NZ_MRCB01000001-NZ_MRCB01000068,,2019-06-18T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCC01,WGS,,BCT,Chroogloeocystis siderophila 5.2 s.c.1,PRJNA224116,SAMN05890687,strain: 5.2 s.c.1,isolation_source: water,0,0,0,No,0,0,0,No,NZ_MRCC01000001-NZ_MRCC01000043,,2019-07-22T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCD01,WGS,,BCT,Calothrix sp. HK-06,PRJNA224116,SAMN05890688,strain: HK-06,isolation_source: soil,0,0,0,No,0,0,0,No,NZ_MRCD01000001-NZ_MRCD01000243,,2019-12-30T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCE01,WGS,,BCT,Phormidium ambiguum IAM M-71,PRJNA224116,SAMN05890689,strain: IAM M-71,isolation_source: water,0,0,0,No,0,0,0,No,NZ_MRCE01000001-NZ_MRCE01000090,,2019-07-22T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCF01,WGS,,BCT,Scytonema sp. HK-05,PRJNA224116,SAMN05890690,strain: HK-05,isolation_source: soil,0,0,0,No,0,0,0,No,NZ_MRCF01000001-NZ_MRCF01000179,,2019-12-30T00:00:00Z,2016-12-19T00:00:00Z
NZ_MRCG01,WGS,,BCT,Phormidium tenue NIES-30,PRJNA224116,SAMN05890691,strain: NIES-30,isolation_source: water,0,0,0,No,0,0,0,No,NZ_MRCG01000001-NZ_MRCG01000044,,2019-06-19T00:00:00Z,2016-12-19T00:00:00Z
NZ_MNPM02,WGS,,BCT,Mastigocladus laminosus UU774,PRJNA224116,SAMN05942614,strain: UU774,isolation_source: hot spring,0,0,0,No,0,0,0,No,NZ_MNPM02000001-NZ_MNPM02000053,,2019-04-04T00:00:00Z,2019-04-04T00:00:00Z
NZ_MOLN01,WGS,,BCT,Microcystis aeruginosa NaRes975,PRJNA224116,SAMN05921184,strain: NaRes975,isolation_source: lake water,0,0,0,No,0,0,0,No,NZ_MOLN01000001-NZ_MOLN01000413,,2019-06-18T00:00:00Z,2016-11-27T00:00:00Z
NZ_MOLZ01,WGS,,BCT,Microcystis aeruginosa CHAOHU 1326,PRJNA224116,SAMN05928532,strain: CHAOHU 1326,isolation_source: eutrophic water,0,0,0,No,0,0,0,No,"NZ_KV880536-NZ_KV880545,NZ_MOLZ01000003-NZ_MOLZ01000003,NZ_MOLZ01000006-NZ_MOLZ01000020,NZ_MOLZ01000025-NZ_MOLZ01000025,NZ_MOLZ01000028-NZ_MOLZ01000039,NZ_MOLZ01000042-NZ_MOLZ01000047,NZ_MOLZ01000050-NZ_MOLZ01000058,NZ_MOLZ01000061-NZ_MOLZ01000133,NZ_MOLZ01000136-NZ_MOLZ01000190,NZ_MOLZ01000193-NZ_MOLZ01000617",,2019-06-19T00:00:00Z,2016-12-18T00:00:00Z
NZ_MPPI01,WGS,,BCT,Phormidesmis priestleyi ULC007,PRJNA224116,SAMN06036084,strain: ULC007,isolation_source: microbial mat,0,0,0,No,0,0,0,No,NZ_MPPI01000001-NZ_MPPI01000118,,2019-08-28T00:00:00Z,2016-12-18T00:00:00Z
NZ_NAPS01,WGS,,BCT,Westiellopsis prolifica IICB1,PRJNA224116,SAMN06473105,strain: IICB1,,0,0,0,No,0,0,0,No,NZ_NAPS01000001-NZ_NAPS01000029,,2019-03-06T00:00:00Z,2019-03-06T00:00:00Z
NZ_NAPY01,WGS,,BCT,Gloeocapsopsis sp. AAB1 = 1H9,PRJNA224116,SAMN06218433,strain: 1H9,isolation_source: hypolithic community in a quartz rock in Atacama Desert; isolated from the AAB1 culture,0,0,0,No,0,0,0,No,NZ_NAPY01000001-NZ_NAPY01000105,,2019-12-05T00:00:00Z,2019-12-05T00:00:00Z
NZ_NBYN01,WGS,,BCT,Cylindrospermopsis raciborskii CENA303,PRJNA224116,SAMN06579177,strain: CENA303,isolation_source: Dick lake,0,0,0,No,0,0,0,No,NZ_NBYN01000001-NZ_NBYN01000077,,2019-07-29T00:00:00Z,2017-05-03T00:00:00Z
NZ_NDHW01,WGS,,BCT,Pseudanabaena sp. SR411,PRJNA224116,SAMN06761459,strain: SR411,isolation_source: water,0,0,0,No,0,0,0,No,NZ_NDHW01000001-NZ_NDHW01000266,,2019-07-02T00:00:00Z,2017-08-17T00:00:00Z
NZ_MQTZ01,WGS,,BCT,Leptolyngbya sp. 'hensonii',PRJNA224116,SAMN06074267,strain: hensonii,isolation_source: pinnacle phototroph mat,0,0,0,No,0,0,0,No,NZ_MQTZ01000001-NZ_MQTZ01000077,,2019-07-31T00:00:00Z,2017-01-11T00:00:00Z
